invoice_id,client_id,client_industry,invoice_amount,payment_terms_days,invoice_day_of_week,invoice_day_of_month,invoice_month,days_since_invoice_sent,client_avg_days_to_pay,client_late_payment_rate,client_total_invoices_before_this,amount_vs_client_avg,is_repeat_client,payment_status
INV-11088,CL-1037,Development,107500.0,15,1,17,2,12,22.7,0.05,21,0.75,True,on_time
INV-11089,CL-1038,Marketing,127600.0,45,3,7,4,67,26.1,0.05,21,0.57,True,late
INV-11090,CL-1039,Consulting,81200.0,45,5,6,9,71,38.9,0.167,21,2.03,True,late
INV-11091,CL-1040,Photography,44900.0,15,6,21,10,45,23.9,0.05,21,0.94,True,late
INV-11092,CL-1041,Copywriting,172700.0,45,5,14,2,21,45.7,0.167,21,0.94,True,on_time
INV-11093,CL-1042,Design,59000.0,45,3,17,6,84,34.7,0.167,21,0.46,True,late
INV-11094,CL-1043,Development,82600.0,45,3,12,6,70,18.1,0.05,21,0.61,True,late
INV-11095,CL-1044,Marketing,137700.0,30,6,12,7,81,46.2,0.167,21,0.86,True,very_late
INV-11096,CL-1045,Consulting,41200.0,45,2,20,4,72,17.3,0.05,21,0.57,True,late
INV-11097,CL-1046,Photography,48700.0,30,6,18,12,32,63.5,0.833,21,2.03,True,very_late
INV-11098,CL-1047,Copywriting,128200.0,30,3,13,1,4,17.9,0.05,21,1.07,True,on_time
INV-11099,CL-1048,Design,269300.0,45,0,17,3,38,22.9,0.05,21,1.16,True,very_late
INV-11100,CL-1049,Development,279600.0,15,1,28,6,2,19.1,0.05,21,0.8,True,on_time
INV-11101,CL-1000,Design,45100.0,45,6,9,9,65,23.0,0.05,22,1.88,True,on_time
INV-11102,CL-1001,Development,154400.0,45,1,4,1,58,14.4,0.05,22,1.29,True,on_time
INV-11103,CL-1002,Marketing,40100.0,15,2,12,10,31,17.9,0.05,22,0.72,True,on_time
INV-11104,CL-1003,Consulting,174800.0,30,0,19,7,72,17.1,0.05,22,1.68,True,very_late
INV-11105,CL-1004,Photography,35800.0,45,0,24,6,61,56.0,0.167,22,0.9,True,on_time
INV-11106,CL-1005,Copywriting,25800.0,45,5,19,2,76,23.5,0.05,22,0.65,True,late
INV-11107,CL-1006,Design,119800.0,15,5,26,10,48,58.4,0.333,22,1.36,True,very_late
INV-11108,CL-1007,Development,95000.0,15,6,11,6,55,33.0,0.167,22,0.85,True,very_late
INV-11109,CL-1008,Marketing,178500.0,15,6,25,4,83,19.9,0.05,22,0.86,True,very_late
INV-11110,CL-1009,Consulting,133500.0,15,5,25,11,48,14.4,0.05,22,2.09,True,late
INV-11111,CL-1010,Photography,56500.0,45,0,11,9,72,48.3,0.9,22,0.88,True,very_late
INV-11112,CL-1011,Copywriting,93400.0,45,5,8,3,6,21.1,0.05,22,1.3,True,on_time
INV-11113,CL-1012,Design,51000.0,30,3,25,10,73,14.4,0.05,22,0.8,True,very_late
INV-11114,CL-1013,Development,39400.0,15,3,10,7,18,67.0,0.9,22,1.64,True,very_late
INV-11115,CL-1014,Marketing,83300.0,15,3,19,12,6,23.1,0.05,22,0.52,True,on_time
INV-11116,CL-1015,Consulting,69200.0,30,0,13,9,55,21.6,0.05,22,0.79,True,late
INV-11117,CL-1016,Photography,40100.0,15,6,5,8,71,17.1,0.05,22,0.5,True,very_late
INV-11118,CL-1017,Copywriting,15700.0,30,5,19,4,71,22.2,0.05,22,0.65,True,very_late
INV-11119,CL-1018,Design,160800.0,45,4,8,4,9,25.3,0.05,22,1.0,True,on_time
INV-11120,CL-1019,Development,20800.0,30,2,22,10,11,45.1,0.9,22,0.87,True,very_late
INV-11121,CL-1020,Marketing,298900.0,30,3,12,6,24,25.3,0.05,22,1.04,True,on_time
INV-11122,CL-1021,Consulting,191700.0,45,5,1,5,21,55.5,0.5,22,2.0,True,on_time
INV-11123,CL-1022,Photography,42300.0,45,6,26,8,79,18.8,0.05,22,1.76,True,late
INV-11124,CL-1023,Copywriting,64200.0,15,6,8,4,87,16.2,0.05,22,0.73,True,very_late
INV-11125,CL-1024,Design,209700.0,45,6,3,2,6,27.4,0.05,22,0.94,True,on_time
INV-11126,CL-1025,Development,137700.0,45,1,28,5,1,18.7,0.05,22,0.96,True,on_time
INV-11127,CL-1026,Marketing,101100.0,15,2,15,8,2,15.3,0.05,22,0.6,True,on_time
INV-11128,CL-1027,Consulting,10300.0,45,4,7,4,69,46.5,0.833,22,0.64,True,late
INV-11129,CL-1028,Photography,327400.0,30,4,16,10,18,25.9,0.05,22,1.36,True,on_time
INV-11130,CL-1029,Copywriting,64300.0,45,0,13,10,84,22.5,0.05,22,0.4,True,very_late
INV-11131,CL-1030,Design,407800.0,30,1,2,5,25,25.3,0.05,22,1.17,True,on_time
INV-11132,CL-1031,Development,209600.0,45,2,2,8,83,24.2,0.05,22,1.54,True,very_late
INV-11133,CL-1032,Marketing,30500.0,15,3,22,5,84,53.0,0.167,22,1.27,True,very_late
INV-11134,CL-1033,Consulting,187800.0,45,2,28,2,2,27.6,0.05,22,0.54,True,on_time
INV-11135,CL-1034,Photography,120700.0,45,3,8,7,65,19.3,0.05,22,0.84,True,on_time
INV-11136,CL-1035,Copywriting,244000.0,15,2,16,10,68,21.7,0.05,22,1.13,True,very_late
INV-11137,CL-1036,Design,276300.0,15,4,15,9,2,25.6,0.05,22,0.79,True,late
INV-11138,CL-1037,Development,98400.0,45,2,11,8,50,22.7,0.05,22,0.68,True,on_time
INV-11139,CL-1038,Marketing,284100.0,15,2,22,6,45,26.1,0.05,22,1.27,True,late
INV-11140,CL-1039,Consulting,50500.0,15,4,9,1,80,38.9,0.167,22,1.26,True,very_late
INV-11141,CL-1040,Photography,26200.0,30,6,1,9,35,23.9,0.05,22,0.55,True,on_time
INV-11142,CL-1041,Copywriting,279500.0,30,3,22,3,11,45.7,0.167,22,1.52,True,on_time
INV-11143,CL-1042,Design,108800.0,45,5,20,11,87,34.7,0.167,22,0.85,True,very_late
INV-11144,CL-1043,Development,178900.0,15,4,5,7,39,18.1,0.05,22,1.32,True,late
INV-11145,CL-1044,Marketing,129800.0,30,3,18,3,26,46.2,0.167,22,0.81,True,on_time
INV-11146,CL-1045,Consulting,132300.0,45,4,22,4,17,17.3,0.05,22,1.84,True,on_time
INV-11147,CL-1046,Photography,24700.0,45,4,5,7,18,63.5,0.833,22,1.03,True,very_late
INV-11148,CL-1047,Copywriting,89700.0,45,1,11,2,71,17.9,0.05,22,0.75,True,late
INV-11149,CL-1048,Design,268600.0,45,0,6,6,18,22.9,0.05,22,1.16,True,on_time
INV-11150,CL-1049,Development,439500.0,30,3,14,5,56,19.1,0.05,22,1.26,True,late
INV-11151,CL-1000,Design,34700.0,45,5,9,3,24,23.0,0.05,23,1.45,True,on_time
INV-11152,CL-1001,Development,104900.0,15,0,25,10,78,14.4,0.05,23,0.87,True,very_late
INV-11153,CL-1002,Marketing,112600.0,45,4,8,10,29,17.9,0.05,23,2.01,True,late
INV-11154,CL-1003,Consulting,128600.0,15,2,3,12,61,17.1,0.05,23,1.24,True,very_late
INV-11155,CL-1004,Photography,48200.0,45,3,23,11,47,56.0,0.167,23,1.21,True,very_late
INV-11156,CL-1005,Copywriting,35800.0,30,3,16,3,20,23.5,0.05,23,0.9,True,late
INV-11157,CL-1006,Design,95400.0,15,3,25,1,34,58.4,0.333,23,1.08,True,on_time
INV-11158,CL-1007,Development,141400.0,15,5,22,4,26,33.0,0.167,23,1.26,True,very_late
INV-11159,CL-1008,Marketing,279000.0,30,6,20,8,88,19.9,0.05,23,1.34,True,very_late
INV-11160,CL-1009,Consulting,52600.0,30,1,14,7,5,14.4,0.05,23,0.82,True,on_time
INV-11161,CL-1010,Photography,74600.0,30,5,11,7,78,48.3,0.9,23,1.17,True,late
INV-11162,CL-1011,Copywriting,84500.0,45,4,18,9,82,21.1,0.05,23,1.17,True,very_late
INV-11163,CL-1012,Design,63900.0,15,4,4,8,58,14.4,0.05,23,1.0,True,very_late
INV-11164,CL-1013,Development,16400.0,15,1,17,9,50,67.0,0.9,23,0.68,True,late
INV-11165,CL-1014,Marketing,204100.0,15,4,13,9,80,23.1,0.05,23,1.28,True,very_late
INV-11166,CL-1015,Consulting,79400.0,15,2,15,7,38,21.6,0.05,23,0.9,True,late
INV-11167,CL-1016,Photography,47000.0,30,3,6,7,37,17.1,0.05,23,0.59,True,on_time
INV-11168,CL-1017,Copywriting,32800.0,15,5,17,3,59,22.2,0.05,23,1.37,True,very_late
INV-11169,CL-1018,Design,190600.0,30,0,24,9,14,25.3,0.05,23,1.19,True,on_time
INV-11170,CL-1019,Development,24100.0,45,5,18,3,50,45.1,0.9,23,1.0,True,late
INV-11171,CL-1020,Marketing,367800.0,30,0,6,8,75,25.3,0.05,23,1.28,True,very_late
INV-11172,CL-1021,Consulting,114000.0,15,3,3,5,41,55.5,0.5,23,1.19,True,late
INV-11173,CL-1022,Photography,11300.0,45,6,6,12,15,18.8,0.05,23,0.47,True,on_time
INV-11174,CL-1023,Copywriting,74400.0,45,3,21,6,10,16.2,0.05,23,0.85,True,on_time
INV-11175,CL-1024,Design,285500.0,30,5,26,9,78,27.4,0.05,23,1.27,True,very_late
INV-11176,CL-1025,Development,208700.0,30,4,13,1,21,18.7,0.05,23,1.45,True,on_time
INV-11177,CL-1026,Marketing,213400.0,45,6,22,3,20,15.3,0.05,23,1.27,True,on_time
INV-11178,CL-1027,Consulting,24500.0,15,6,23,1,53,46.5,0.833,23,1.53,True,very_late
INV-11179,CL-1028,Photography,210900.0,45,6,15,5,80,25.9,0.05,23,0.88,True,late
INV-11180,CL-1029,Copywriting,85900.0,15,1,1,10,32,22.5,0.05,23,0.54,True,very_late
INV-11181,CL-1030,Design,244100.0,30,6,16,9,0,25.3,0.05,23,0.7,True,on_time
INV-11182,CL-1031,Development,79800.0,30,1,7,10,84,24.2,0.05,23,0.59,True,very_late
INV-11183,CL-1032,Marketing,19300.0,30,3,3,10,76,53.0,0.167,23,0.8,True,very_late
INV-11184,CL-1033,Consulting,290200.0,45,2,20,11,71,27.6,0.05,23,0.83,True,late
INV-11185,CL-1034,Photography,97400.0,15,0,6,3,7,19.3,0.05,23,0.68,True,on_time
INV-11186,CL-1035,Copywriting,204500.0,15,1,28,1,85,21.7,0.05,23,0.95,True,very_late
INV-11187,CL-1036,Design,370200.0,45,2,11,2,6,25.6,0.05,23,1.06,True,on_time
INV-11188,CL-1037,Development,212900.0,15,1,22,5,78,22.7,0.05,23,1.48,True,very_late
INV-11189,CL-1038,Marketing,197500.0,45,4,19,9,22,26.1,0.05,23,0.88,True,on_time
INV-11190,CL-1039,Consulting,34600.0,45,4,12,1,11,38.9,0.167,23,0.86,True,on_time
INV-11191,CL-1040,Photography,34300.0,30,2,13,2,54,23.9,0.05,23,0.71,True,late
INV-11192,CL-1041,Copywriting,207500.0,15,2,16,3,15,45.7,0.167,23,1.13,True,on_time
INV-11193,CL-1042,Design,129500.0,30,2,17,7,67,34.7,0.167,23,1.01,True,very_late
INV-11194,CL-1043,Development,125500.0,15,4,2,2,73,18.1,0.05,23,0.92,True,very_late
INV-11195,CL-1044,Marketing,218500.0,45,4,3,8,88,46.2,0.167,23,1.37,True,very_late
INV-11196,CL-1045,Consulting,37700.0,45,2,14,10,40,17.3,0.05,23,0.52,True,on_time
INV-11197,CL-1046,Photography,14200.0,45,4,12,3,78,63.5,0.833,23,0.59,True,very_late
INV-11198,CL-1047,Copywriting,116500.0,45,5,21,8,63,17.9,0.05,23,0.97,True,on_time
INV-11199,CL-1048,Design,168000.0,45,1,23,5,24,22.9,0.05,23,0.72,True,very_late
INV-11200,CL-1049,Development,376300.0,15,3,21,2,26,19.1,0.05,23,1.08,True,on_time
INV-11201,CL-1000,Design,18600.0,30,3,2,6,44,23.0,0.05,24,0.78,True,on_time
INV-11202,CL-1001,Development,99100.0,45,1,1,11,25,14.4,0.05,24,0.83,True,on_time
INV-11203,CL-1002,Marketing,100600.0,30,6,3,5,38,17.9,0.05,24,1.8,True,on_time
INV-11204,CL-1003,Consulting,66000.0,30,6,1,2,87,17.1,0.05,24,0.63,True,very_late
INV-11205,CL-1004,Photography,53100.0,30,5,19,10,3,56.0,0.167,24,1.33,True,on_time
INV-11206,CL-1005,Copywriting,53300.0,15,2,27,6,86,23.5,0.05,24,1.33,True,very_late
INV-11207,CL-1006,Design,59400.0,30,6,2,11,17,58.4,0.333,24,0.68,True,on_time
INV-11208,CL-1007,Development,159900.0,45,3,28,9,42,33.0,0.167,24,1.43,True,on_time
INV-11209,CL-1008,Marketing,252300.0,30,5,2,9,38,19.9,0.05,24,1.21,True,on_time
INV-11210,CL-1009,Consulting,73400.0,45,2,18,9,2,14.4,0.05,24,1.15,True,on_time
INV-11211,CL-1010,Photography,92300.0,45,2,26,6,8,48.3,0.9,24,1.44,True,on_time
INV-11212,CL-1011,Copywriting,66400.0,30,6,1,6,48,21.1,0.05,24,0.92,True,on_time
INV-11213,CL-1012,Design,37400.0,15,4,20,7,23,14.4,0.05,24,0.58,True,on_time
INV-11214,CL-1013,Development,29300.0,30,5,28,6,90,67.0,0.9,24,1.22,True,very_late
INV-11215,CL-1014,Marketing,237200.0,30,0,16,4,47,23.1,0.05,24,1.48,True,on_time
INV-11216,CL-1015,Consulting,107200.0,30,1,17,5,22,21.6,0.05,24,1.22,True,on_time
INV-11217,CL-1016,Photography,79300.0,15,6,7,2,56,17.1,0.05,24,0.99,True,very_late
INV-11218,CL-1017,Copywriting,26000.0,30,4,5,4,43,22.2,0.05,24,1.08,True,on_time
INV-11219,CL-1018,Design,152800.0,45,6,17,5,41,25.3,0.05,24,0.95,True,on_time
INV-11220,CL-1019,Development,20600.0,15,6,17,11,16,45.1,0.9,24,0.86,True,very_late
INV-11221,CL-1020,Marketing,500000.0,15,3,13,12,66,25.3,0.05,24,1.74,True,very_late
INV-11222,CL-1021,Consulting,61100.0,30,0,22,10,11,55.5,0.5,24,0.64,True,very_late
INV-11223,CL-1022,Photography,20100.0,15,0,17,11,39,18.8,0.05,24,0.84,True,very_late
INV-11224,CL-1023,Copywriting,97500.0,30,5,7,6,25,16.2,0.05,24,1.11,True,on_time
INV-11225,CL-1024,Design,170300.0,30,4,11,8,85,27.4,0.05,24,0.76,True,very_late
INV-11226,CL-1025,Development,104500.0,15,1,9,2,1,18.7,0.05,24,0.73,True,on_time
INV-11227,CL-1026,Marketing,164100.0,45,4,4,4,69,15.3,0.05,24,0.98,True,late
INV-11228,CL-1027,Consulting,20300.0,30,2,5,12,36,46.5,0.833,24,1.27,True,late
INV-11229,CL-1028,Photography,195900.0,15,0,10,10,43,25.9,0.05,24,0.82,True,late
INV-11230,CL-1029,Copywriting,190600.0,15,1,1,8,86,22.5,0.05,24,1.19,True,late
INV-11231,CL-1030,Design,359400.0,30,0,3,7,50,25.3,0.05,24,1.03,True,on_time
INV-11232,CL-1031,Development,161000.0,45,4,21,12,89,24.2,0.05,24,1.18,True,very_late
INV-11233,CL-1032,Marketing,32500.0,30,2,11,4,85,53.0,0.167,24,1.35,True,very_late
INV-11234,CL-1033,Consulting,267900.0,15,6,25,8,72,27.6,0.05,24,0.77,True,very_late
INV-11235,CL-1034,Photography,182900.0,45,3,4,8,39,19.3,0.05,24,1.27,True,on_time
INV-11236,CL-1035,Copywriting,314400.0,45,6,15,8,29,21.7,0.05,24,1.46,True,on_time
INV-11237,CL-1036,Design,265800.0,15,6,20,5,46,25.6,0.05,24,0.76,True,late
INV-11238,CL-1037,Development,160200.0,45,5,11,6,58,22.7,0.05,24,1.11,True,on_time
INV-11239,CL-1038,Marketing,206600.0,15,3,4,6,61,26.1,0.05,24,0.92,True,very_late
INV-11240,CL-1039,Consulting,25000.0,15,2,25,6,77,38.9,0.167,24,0.62,True,very_late
INV-11241,CL-1040,Photography,38800.0,45,0,13,12,13,23.9,0.05,24,0.81,True,on_time
INV-11242,CL-1041,Copywriting,369600.0,45,0,26,5,68,45.7,0.167,24,2.01,True,late
INV-11243,CL-1042,Design,105600.0,45,3,8,10,31,34.7,0.167,24,0.82,True,on_time
INV-11244,CL-1043,Development,118800.0,30,3,3,6,26,18.1,0.05,24,0.87,True,on_time
INV-11245,CL-1044,Marketing,161400.0,45,3,26,7,72,46.2,0.167,24,1.01,True,late
INV-11246,CL-1045,Consulting,71700.0,45,5,8,3,84,17.3,0.05,24,1.0,True,very_late
INV-11247,CL-1046,Photography,20200.0,45,5,19,8,14,63.5,0.833,24,0.84,True,very_late
INV-11248,CL-1047,Copywriting,77300.0,30,2,18,2,56,17.9,0.05,24,0.64,True,late
INV-11249,CL-1048,Design,210400.0,30,0,20,2,87,22.9,0.05,24,0.91,True,very_late
INV-11250,CL-1049,Development,461500.0,30,2,16,11,84,19.1,0.05,24,1.32,True,late
INV-11251,CL-1000,Design,29300.0,15,6,5,10,81,23.0,0.05,25,1.22,True,very_late
INV-11252,CL-1001,Development,106900.0,15,5,5,8,68,14.4,0.05,25,0.89,True,very_late
INV-11253,CL-1002,Marketing,38300.0,45,4,15,4,26,17.9,0.05,25,0.68,True,on_time
INV-11254,CL-1003,Consulting,291900.0,30,2,19,11,38,17.1,0.05,25,2.81,True,on_time
INV-11255,CL-1004,Photography,24900.0,30,5,12,2,74,56.0,0.167,25,0.62,True,very_late
INV-11256,CL-1005,Copywriting,47300.0,45,3,28,3,37,23.5,0.05,25,1.18,True,on_time
INV-11257,CL-1006,Design,106600.0,45,0,1,12,71,58.4,0.333,25,1.21,True,late
INV-11258,CL-1007,Development,107200.0,30,0,28,5,3,33.0,0.167,25,0.96,True,on_time
INV-11259,CL-1008,Marketing,214300.0,45,4,13,11,40,19.9,0.05,25,1.03,True,on_time
INV-11260,CL-1009,Consulting,59100.0,30,3,14,9,27,14.4,0.05,25,0.92,True,on_time
INV-11261,CL-1010,Photography,68000.0,30,1,7,9,49,48.3,0.9,25,1.06,True,late
INV-11262,CL-1011,Copywriting,81900.0,30,6,14,3,36,21.1,0.05,25,1.14,True,on_time
INV-11263,CL-1012,Design,88400.0,45,1,5,1,9,14.4,0.05,25,1.38,True,on_time
INV-11264,CL-1013,Development,27800.0,15,5,16,11,55,67.0,0.9,25,1.16,True,very_late
INV-11265,CL-1014,Marketing,328600.0,15,0,5,11,53,23.1,0.05,25,2.05,True,very_late
INV-11266,CL-1015,Consulting,103900.0,45,4,14,10,23,21.6,0.05,25,1.18,True,on_time
INV-11267,CL-1016,Photography,97200.0,30,4,27,8,49,17.1,0.05,25,1.22,True,on_time
INV-11268,CL-1017,Copywriting,20700.0,15,3,20,1,73,22.2,0.05,25,0.86,True,very_late
INV-11269,CL-1018,Design,225100.0,45,1,23,9,34,25.3,0.05,25,1.41,True,on_time
INV-11270,CL-1019,Development,15500.0,45,4,12,1,4,45.1,0.9,25,0.65,True,late
INV-11271,CL-1020,Marketing,224700.0,45,2,4,10,61,25.3,0.05,25,0.78,True,on_time
INV-11272,CL-1021,Consulting,89000.0,15,1,24,12,67,55.5,0.5,25,0.93,True,very_late
INV-11273,CL-1022,Photography,56100.0,30,3,17,2,66,18.8,0.05,25,2.34,True,very_late
INV-11274,CL-1023,Copywriting,54300.0,15,1,16,11,84,16.2,0.05,25,0.62,True,very_late
INV-11275,CL-1024,Design,320300.0,15,5,21,9,74,27.4,0.05,25,1.43,True,very_late
INV-11276,CL-1025,Development,82700.0,15,2,18,1,60,18.7,0.05,25,0.57,True,very_late
INV-11277,CL-1026,Marketing,323400.0,30,4,24,6,53,15.3,0.05,25,1.93,True,late
INV-11278,CL-1027,Consulting,11800.0,30,2,6,1,88,46.5,0.833,25,0.74,True,very_late
INV-11279,CL-1028,Photography,95400.0,45,2,24,10,33,25.9,0.05,25,0.4,True,on_time
INV-11280,CL-1029,Copywriting,179500.0,30,4,6,10,6,22.5,0.05,25,1.12,True,on_time
INV-11281,CL-1030,Design,245400.0,30,6,24,10,3,25.3,0.05,25,0.7,True,on_time
INV-11282,CL-1031,Development,98400.0,15,1,17,2,35,24.2,0.05,25,0.72,True,on_time
INV-11283,CL-1032,Marketing,17500.0,45,2,9,5,1,53.0,0.167,25,0.73,True,on_time
INV-11284,CL-1033,Consulting,247000.0,45,1,19,12,19,27.6,0.05,25,0.71,True,on_time
INV-11285,CL-1034,Photography,194500.0,30,6,6,5,89,19.3,0.05,25,1.35,True,very_late
INV-11286,CL-1035,Copywriting,218900.0,15,6,17,1,43,21.7,0.05,25,1.01,True,late
INV-11287,CL-1036,Design,315100.0,15,4,27,3,63,25.6,0.05,25,0.9,True,very_late
INV-11288,CL-1037,Development,360400.0,30,6,13,4,84,22.7,0.05,25,2.5,True,very_late
INV-11289,CL-1038,Marketing,373900.0,45,1,7,10,44,26.1,0.05,25,1.67,True,very_late
INV-11290,CL-1039,Consulting,44100.0,30,6,27,2,6,38.9,0.167,25,1.1,True,late
INV-11291,CL-1040,Photography,54700.0,30,3,10,8,68,23.9,0.05,25,1.14,True,very_late
INV-11292,CL-1041,Copywriting,180600.0,45,5,13,8,33,45.7,0.167,25,0.98,True,late
INV-11293,CL-1042,Design,187900.0,30,0,10,8,48,34.7,0.167,25,1.47,True,on_time
INV-11294,CL-1043,Development,85700.0,45,5,2,2,68,18.1,0.05,25,0.63,True,late
INV-11295,CL-1044,Marketing,120900.0,30,4,21,5,42,46.2,0.167,25,0.76,True,on_time
INV-11296,CL-1045,Consulting,111000.0,15,2,21,10,50,17.3,0.05,25,1.54,True,late
INV-11297,CL-1046,Photography,23600.0,45,5,8,12,86,63.5,0.833,25,0.98,True,very_late
INV-11298,CL-1047,Copywriting,161500.0,15,4,11,11,88,17.9,0.05,25,1.35,True,very_late
INV-11299,CL-1048,Design,187600.0,30,4,1,11,1,22.9,0.05,25,0.81,True,on_time
INV-11300,CL-1049,Development,500000.0,15,3,4,9,13,19.1,0.05,25,1.43,True,on_time
INV-11301,CL-1000,Design,12400.0,30,1,24,5,32,23.0,0.05,26,0.52,True,on_time
INV-11302,CL-1001,Development,96100.0,15,4,3,1,76,14.4,0.05,26,0.8,True,very_late
INV-11303,CL-1002,Marketing,45000.0,15,4,21,2,90,17.9,0.05,26,0.8,True,very_late
INV-11304,CL-1003,Consulting,84200.0,15,6,20,3,48,17.1,0.05,26,0.81,True,late
INV-11305,CL-1004,Photography,54800.0,45,4,26,3,14,56.0,0.167,26,1.37,True,on_time
INV-11306,CL-1005,Copywriting,50200.0,30,2,15,11,9,23.5,0.05,26,1.25,True,on_time
INV-11307,CL-1006,Design,82000.0,30,6,14,12,85,58.4,0.333,26,0.93,True,very_late
INV-11308,CL-1007,Development,138100.0,30,2,6,2,35,33.0,0.167,26,1.23,True,on_time
INV-11309,CL-1008,Marketing,160900.0,30,3,11,1,33,19.9,0.05,26,0.77,True,on_time
INV-11310,CL-1009,Consulting,75100.0,30,1,15,2,62,14.4,0.05,26,1.17,True,late
INV-11311,CL-1010,Photography,81900.0,15,4,13,3,82,48.3,0.9,26,1.28,True,late
INV-11312,CL-1011,Copywriting,74100.0,15,4,25,7,27,21.1,0.05,26,1.03,True,on_time
INV-11313,CL-1012,Design,73900.0,15,3,23,5,13,14.4,0.05,26,1.15,True,late
INV-11314,CL-1013,Development,39200.0,15,4,24,5,57,67.0,0.9,26,1.63,True,very_late
INV-11315,CL-1014,Marketing,137000.0,30,1,21,11,0,23.1,0.05,26,0.86,True,on_time
INV-11316,CL-1015,Consulting,97600.0,45,3,9,3,89,21.6,0.05,26,1.11,True,very_late
INV-11317,CL-1016,Photography,85700.0,30,4,1,9,90,17.1,0.05,26,1.07,True,very_late
INV-11318,CL-1017,Copywriting,43500.0,30,3,14,7,8,22.2,0.05,26,1.81,True,on_time
INV-11319,CL-1018,Design,171000.0,15,3,23,8,15,25.3,0.05,26,1.07,True,on_time
INV-11320,CL-1019,Development,16700.0,30,2,22,5,51,45.1,0.9,26,0.7,True,very_late
INV-11321,CL-1020,Marketing,500000.0,45,0,12,9,43,25.3,0.05,26,1.74,True,very_late
INV-11322,CL-1021,Consulting,71400.0,30,6,25,5,82,55.5,0.5,26,0.74,True,very_late
INV-11323,CL-1022,Photography,16400.0,45,0,13,11,24,18.8,0.05,26,0.68,True,on_time
INV-11324,CL-1023,Copywriting,77300.0,30,0,21,12,45,16.2,0.05,26,0.88,True,on_time
INV-11325,CL-1024,Design,225200.0,45,3,24,4,17,27.4,0.05,26,1.01,True,very_late
INV-11326,CL-1025,Development,104800.0,15,5,19,4,62,18.7,0.05,26,0.73,True,very_late
INV-11327,CL-1026,Marketing,200900.0,45,5,10,8,68,15.3,0.05,26,1.2,True,late
INV-11328,CL-1027,Consulting,12700.0,30,0,2,6,7,46.5,0.833,26,0.79,True,very_late
INV-11329,CL-1028,Photography,163800.0,45,0,13,2,27,25.9,0.05,26,0.68,True,on_time
INV-11330,CL-1029,Copywriting,169900.0,45,4,15,11,68,22.5,0.05,26,1.06,True,late
INV-11331,CL-1030,Design,231900.0,45,1,3,1,18,25.3,0.05,26,0.66,True,on_time
INV-11332,CL-1031,Development,167600.0,15,3,20,1,31,24.2,0.05,26,1.23,True,on_time
INV-11333,CL-1032,Marketing,28200.0,15,0,6,11,6,53.0,0.167,26,1.18,True,on_time
INV-11334,CL-1033,Consulting,471000.0,15,3,20,3,75,27.6,0.05,26,1.35,True,very_late
INV-11335,CL-1034,Photography,174700.0,15,0,16,10,78,19.3,0.05,26,1.21,True,very_late
INV-11336,CL-1035,Copywriting,169300.0,15,3,11,12,86,21.7,0.05,26,0.78,True,very_late
INV-11337,CL-1036,Design,383400.0,15,5,19,9,17,25.6,0.05,26,1.1,True,on_time
INV-11338,CL-1037,Development,101200.0,15,6,2,10,22,22.7,0.05,26,0.7,True,on_time
INV-11339,CL-1038,Marketing,253200.0,15,2,5,7,21,26.1,0.05,26,1.13,True,on_time
INV-11340,CL-1039,Consulting,41400.0,45,1,15,4,74,38.9,0.167,26,1.03,True,very_late
INV-11341,CL-1040,Photography,60900.0,15,6,28,11,78,23.9,0.05,26,1.27,True,very_late
INV-11342,CL-1041,Copywriting,164000.0,15,0,16,2,0,45.7,0.167,26,0.89,True,very_late
INV-11343,CL-1042,Design,143900.0,15,5,21,10,36,34.7,0.167,26,1.12,True,late
INV-11344,CL-1043,Development,160300.0,30,5,5,4,18,18.1,0.05,26,1.18,True,on_time
INV-11345,CL-1044,Marketing,208500.0,45,3,14,4,22,46.2,0.167,26,1.3,True,on_time
INV-11346,CL-1045,Consulting,50400.0,15,4,6,12,63,17.3,0.05,26,0.7,True,very_late
INV-11347,CL-1046,Photography,23700.0,15,5,27,5,44,63.5,0.833,26,0.99,True,very_late
INV-11348,CL-1047,Copywriting,134900.0,45,1,7,2,67,17.9,0.05,26,1.12,True,late
INV-11349,CL-1048,Design,338800.0,45,2,28,9,64,22.9,0.05,26,1.46,True,on_time
INV-11350,CL-1049,Development,435100.0,45,5,7,5,6,19.1,0.05,26,1.24,True,on_time
INV-11351,CL-1000,Design,27500.0,15,5,28,8,63,23.0,0.05,27,1.15,True,very_late
INV-11352,CL-1001,Development,242700.0,45,0,2,11,46,14.4,0.05,27,2.02,True,on_time
INV-11353,CL-1002,Marketing,61100.0,30,2,11,10,58,17.9,0.05,27,1.09,True,very_late
INV-11354,CL-1003,Consulting,109400.0,45,0,18,3,20,17.1,0.05,27,1.05,True,on_time
INV-11355,CL-1004,Photography,35400.0,30,4,4,2,30,56.0,0.167,27,0.89,True,on_time
INV-11356,CL-1005,Copywriting,30000.0,45,4,11,7,25,23.5,0.05,27,0.75,True,on_time
INV-11357,CL-1006,Design,104800.0,30,1,25,2,41,58.4,0.333,27,1.19,True,on_time
INV-11358,CL-1007,Development,127400.0,15,5,14,4,48,33.0,0.167,27,1.14,True,late
INV-11359,CL-1008,Marketing,258900.0,15,3,19,8,6,19.9,0.05,27,1.24,True,on_time
